## Collection Inspection (84 elements)

### Abandon Elements

| x0 | top | x1 | bottom | type |
|------|------|------|------|------|
| 449 | 37 | 541 | 50 | abandon |
| 71 | 37 | 86 | 50 | abandon |
| 283 | 690 | 330 | 719 | abandon |

### Word Elements

| text | x0 | top | x1 | bottom | font_family | font_variant | size | bold | italic | source | confidence | color |
| " | 272 | 491 | 276 | 504 | WP-Phonetic | IIDENN | 13 | False | False | native | 1.00 | #000000 |
| 35 | 45 | 535 | 58 | 548 | Times | IIDEBA | 13 | False | False | native | 1.00 | #000000 |
| 31-2A-70. | 81 | 535 | 135 | 548 | Times | IIDEBA | 13 | False | False | native | 1.00 | #000000 |
| 36 | 45 | 557 | 58 | 570 | Times | IIDEBA | 13 | False | False | native | 1.00 | #000000 |
| As used in this article, the term: | 81 | 557 | 247 | 570 | Times | IIDEBA | 13 | False | False | native | 1.00 | #000000 |
| 37 | 45 | 580 | 58 | 593 | Times | IIDEBA | 13 | False | False | native | 1.00 | #000000 |
| (1)  'Advisory committee' or 'committee' means the... | 90 | 580 | 540 | 593 | Times | IIDEBA | 13 | False | False | native | 1.00 | #000000 |
| 38 | 45 | 602 | 58 | 615 | Times | IIDEBA | 13 | False | False | native | 1.00 | #000000 |
| Committee established pursuant to Code Section 31-... | 90 | 602 | 399 | 615 | Times | IIDEBA | 13 | False | False | native | 1.00 | #000000 |
| 39 | 45 | 624 | 58 | 637 | Times | IIDEBA | 13 | False | False | native | 1.00 | #000000 |
| (2)  'Regional perinatal center' means a specially... | 90 | 624 | 540 | 637 | Times | IIDEBA | 13 | False | False | native | 1.00 | #000000 |
| 40 | 45 | 647 | 58 | 660 | Times | IIDEBA | 13 | False | False | native | 1.00 | #000000 |
| department and designated to a specific geographic... | 90 | 647 | 540 | 660 | Times | IIDEBA | 13 | False | False | native | 1.00 | #000000 |
| H. B. 89 | 284 | 692 | 328 | 705 | Times | IIDEBA | 13 | False | False | native | 1.00 | #000000 |
| - 2 - | 295 | 707 | 317 | 720 | Times | IIDEBA | 13 | False | False | native | 1.00 | #000000 |

### Title Elements

| x0 | top | x1 | bottom | type |
|------|------|------|------|------|
| 268 | 108 | 343 | 124 | title |
| 268 | 420 | 343 | 437 | title |

### Plain Text Elements

| x0 | top | x1 | bottom | type |
|------|------|------|------|------|
| 59 | 129 | 543 | 393 | plain text |
| 56 | 444 | 461 | 461 | plain text |
| 48 | 532 | 544 | 664 | plain text |

### Rect Elements

| x0 | top | x1 | bottom | width | height | stroke | fill | stroke_width |
|------|------|------|------|------|------|------|------|------|
| 214 | 300 | 428 | 301 | 214 | 1 | #000000 | #000000 | 0 |
| 90 | 345 | 170 | 345 | 80 | 1 | #000000 | #000000 | 0 |
| 276 | 501 | 340 | 502 | 64 | 1 | #000000 | #000000 | 0 |
| 81 | 546 | 135 | 547 | 54 | 1 | #000000 | #000000 | 0 |
| 81 | 569 | 246 | 569 | 165 | 1 | #000000 | #000000 | 0 |
| 90 | 591 | 540 | 592 | 450 | 1 | #000000 | #000000 | 0 |
| 90 | 613 | 399 | 614 | 309 | 1 | #000000 | #000000 | 0 |
| 90 | 636 | 540 | 636 | 450 | 1 | #000000 | #000000 | 0 |
| 90 | 658 | 540 | 659 | 450 | 1 | #000000 | #000000 | 0 |

### Table Elements

| x0 | top | x1 | bottom | type |
|------|------|------|------|------|
| 85 | 634 | 537 | 706 | table |
| 88 | 644 | 536 | 704 | table |

### Table Row Elements

| x0 | top | x1 | bottom | type |
|------|------|------|------|------|
| 89 | 644 | 536 | 664 | table row |
| 89 | 685 | 536 | 704 | table row |

### Table Column Elements

| x0 | top | x1 | bottom | type |
|------|------|------|------|------|
| 89 | 644 | 185 | 704 | table column |
| 182 | 645 | 538 | 704 | table column |

### Table-Cell Elements

| x0 | top | x1 | bottom | type |
|------|------|------|------|------|
| 89 | 644 | 185 | 664 | table-cell |
| 89 | 644 | 185 | 664 | table-cell |
| 182 | 645 | 536 | 664 | table-cell |
| 182 | 645 | 536 | 664 | table-cell |
| 89 | 685 | 185 | 704 | table-cell |
| 89 | 685 | 185 | 704 | table-cell |
| 182 | 685 | 536 | 704 | table-cell |
| 182 | 685 | 536 | 704 | table-cell |
