alluvium,stage,stratum,y,x
9,Fill1,0.8MG,1,1
9,Fill2,0.8MG,1,2
9,Fill3,1.2MG,1,3
9,Fill4,0.8MG,1,4
9,Fill5,1.2MG,1,5
9,Fill6,0.8MG,1,6
9,Fill7,NoFill,1,7
9,Fill8,NoFill,1,8
9,Fill9,NoFill,1,9
10,Fill1,1.7MG,1,1
10,Fill2,1.2MG,1,2
10,Fill3,0.8MG,1,3
10,Fill4,0.8MG,1,4
10,Fill5,0.8MG,1,5
10,Fill6,NoFill,1,6
10,Fill7,NoFill,1,7
10,Fill8,NoFill,1,8
10,Fill9,NoFill,1,9
11,Fill1,1.7MG,1,1
11,Fill2,0.8MG,1,2
11,Fill3,1.2MG,1,3
11,Fill4,0.8MG,1,4
11,Fill5,2.4MG,1,5
11,Fill6,NoFill,1,6
11,Fill7,NoFill,1,7
11,Fill8,1.7MG,1,8
11,Fill9,NoFill,1,9
12,Fill1,1.2MG,1,1
12,Fill2,1.2MG,1,2
12,Fill3,1.7MG,1,3
12,Fill4,2.4MG,1,4
12,Fill5,NoFill,1,5
12,Fill6,NoFill,1,6
12,Fill7,2.4MG,1,7
12,Fill8,NoFill,1,8
12,Fill9,NoFill,1,9
13,Fill1,1.2MG,1,1
13,Fill2,1.2MG,1,2
13,Fill3,1.2MG,1,3
13,Fill4,0.8MG,1,4
13,Fill5,2.4MG,1,5
13,Fill6,NoFill,1,6
13,Fill7,NoFill,1,7
13,Fill8,3.0MG,1,8
13,Fill9,0.8MG,1,9
14,Fill1,1.2MG,1,1
14,Fill2,1.7MG,1,2
14,Fill3,NoFill,1,3
14,Fill4,3.0MG,1,4
14,Fill5,NoFill,1,5
14,Fill6,1.2MG,1,6
14,Fill7,1.7MG,1,7
14,Fill8,1.7MG,1,8
14,Fill9,NoFill,1,9
15,Fill1,2.4MG,1,1
15,Fill2,0.8MG,1,2
15,Fill3,1.7MG,1,3
15,Fill4,NoFill,1,4
15,Fill5,0.8MG,1,5
15,Fill6,NoFill,1,6
15,Fill7,NoFill,1,7
15,Fill8,0.8MG,1,8
15,Fill9,NoFill,1,9
16,Fill1,0.8MG,1,1
16,Fill2,0.8MG,1,2
16,Fill3,NoFill,1,3
16,Fill4,1.2MG,1,4
16,Fill5,NoFill,1,5
16,Fill6,NoFill,1,6
16,Fill7,NoFill,1,7
16,Fill8,NoFill,1,8
16,Fill9,NoFill,1,9
17,Fill1,1.7MG,1,1
17,Fill2,1.7MG,1,2
17,Fill3,2.4MG,1,3
17,Fill4,NoFill,1,4
17,Fill5,NoFill,1,5
17,Fill6,NoFill,1,6
17,Fill7,NoFill,1,7
17,Fill8,NoFill,1,8
17,Fill9,NoFill,1,9
18,Fill1,2.4MG,1,1
18,Fill2,0.8MG,1,2
18,Fill3,1.2MG,1,3
18,Fill4,0.8MG,1,4
18,Fill5,1.7MG,1,5
18,Fill6,0.8MG,1,6
18,Fill7,0.8MG,1,7
18,Fill8,NoFill,1,8
18,Fill9,NoFill,1,9
19,Fill1,1.2MG,1,1
19,Fill2,0.8MG,1,2
19,Fill3,2.4MG,1,3
19,Fill4,0.8MG,1,4
19,Fill5,1.2MG,1,5
19,Fill6,1.2MG,1,6
19,Fill7,NoFill,1,7
19,Fill8,1.7MG,1,8
19,Fill9,1.2MG,1,9
20,Fill1,0.8MG,1,1
20,Fill2,1.7MG,1,2
20,Fill3,0.8MG,1,3
20,Fill4,2.4MG,1,4
20,Fill5,NoFill,1,5
20,Fill6,NoFill,1,6
20,Fill7,NoFill,1,7
20,Fill8,2.4MG,1,8
20,Fill9,1.2MG,1,9
21,Fill1,1.2MG,1,1
21,Fill2,0.8MG,1,2
21,Fill3,1.2MG,1,3
21,Fill4,0.8MG,1,4
21,Fill5,NoFill,1,5
21,Fill6,0.8MG,1,6
21,Fill7,NoFill,1,7
21,Fill8,2.4MG,1,8
21,Fill9,0.8MG,1,9
22,Fill1,1.2MG,1,1
22,Fill2,1.2MG,1,2
22,Fill3,NoFill,1,3
22,Fill4,1.2MG,1,4
22,Fill5,NoFill,1,5
22,Fill6,NoFill,1,6
22,Fill7,NoFill,1,7
22,Fill8,1.2MG,1,8
22,Fill9,0.8MG,1,9
23,Fill1,2.4MG,1,1
23,Fill2,1.7MG,1,2
23,Fill3,1.7MG,1,3
23,Fill4,2.4MG,1,4
23,Fill5,0.8MG,1,5
23,Fill6,2.4MG,1,6
23,Fill7,NoFill,1,7
23,Fill8,0.8MG,1,8
23,Fill9,1.2MG,1,9
24,Fill1,0.8MG,1,1
24,Fill2,0.8MG,1,2
24,Fill3,1.2MG,1,3
24,Fill4,0.8MG,1,4
24,Fill5,0.8MG,1,5
24,Fill6,NoFill,1,6
24,Fill7,2.4MG,1,7
24,Fill8,0.8MG,1,8
24,Fill9,1.2MG,1,9
25,Fill1,0.8MG,1,1
25,Fill2,NoFill,1,2
25,Fill3,NoFill,1,3
25,Fill4,0.8MG,1,4
25,Fill5,1.7MG,1,5
25,Fill6,NoFill,1,6
25,Fill7,NoFill,1,7
25,Fill8,3.0MG,1,8
25,Fill9,1.7MG,1,9
26,Fill1,0.8MG,1,1
26,Fill2,1.2MG,1,2
26,Fill3,0.8MG,1,3
26,Fill4,0.8MG,1,4
26,Fill5,1.2MG,1,5
26,Fill6,0.8MG,1,6
26,Fill7,2.4MG,1,7
26,Fill8,NoFill,1,8
26,Fill9,0.8MG,1,9
27,Fill1,0.8MG,1,1
27,Fill2,1.7MG,1,2
27,Fill3,NoFill,1,3
27,Fill4,NoFill,1,4
27,Fill5,2.4MG,1,5
27,Fill6,NoFill,1,6
27,Fill7,1.7MG,1,7
27,Fill8,1.7MG,1,8
27,Fill9,NoFill,1,9
28,Fill1,1.7MG,1,1
28,Fill2,1.7MG,1,2
28,Fill3,0.8MG,1,3
28,Fill4,NoFill,1,4
28,Fill5,NoFill,1,5
28,Fill6,1.2MG,1,6
28,Fill7,NoFill,1,7
28,Fill8,NoFill,1,8
28,Fill9,NoFill,1,9
29,Fill1,2.4MG,1,1
29,Fill2,1.2MG,1,2
29,Fill3,0.8MG,1,3
29,Fill4,1.2MG,1,4
29,Fill5,0.8MG,1,5
29,Fill6,NoFill,1,6
29,Fill7,1.2MG,1,7
29,Fill8,NoFill,1,8
29,Fill9,NoFill,1,9
30,Fill1,0.8MG,1,1
30,Fill2,0.8MG,1,2
30,Fill3,1.2MG,1,3
30,Fill4,NoFill,1,4
30,Fill5,NoFill,1,5
30,Fill6,2.4MG,1,6
30,Fill7,NoFill,1,7
30,Fill8,NoFill,1,8
30,Fill9,NoFill,1,9
31,Fill1,1.7MG,1,1
31,Fill2,0.8MG,1,2
31,Fill3,2.4MG,1,3
31,Fill4,NoFill,1,4
31,Fill5,2.4MG,1,5
31,Fill6,NoFill,1,6
31,Fill7,NoFill,1,7
31,Fill8,NoFill,1,8
31,Fill9,NoFill,1,9
32,Fill1,2.4MG,1,1
32,Fill2,3.0MG,1,2
32,Fill3,0.8MG,1,3
32,Fill4,NoFill,1,4
32,Fill5,0.8MG,1,5
32,Fill6,1.7MG,1,6
32,Fill7,NoFill,1,7
32,Fill8,0.8MG,1,8
32,Fill9,1.2MG,1,9
33,Fill1,1.7MG,1,1
33,Fill2,1.2MG,1,2
33,Fill3,1.2MG,1,3
33,Fill4,1.2MG,1,4
33,Fill5,NoFill,1,5
33,Fill6,NoFill,1,6
33,Fill7,0.8MG,1,7
33,Fill8,0.8MG,1,8
33,Fill9,NoFill,1,9
34,Fill1,0.8MG,1,1
34,Fill2,3.0MG,1,2
34,Fill3,1.7MG,1,3
34,Fill4,0.8MG,1,4
34,Fill5,0.8MG,1,5
34,Fill6,NoFill,1,6
34,Fill7,NoFill,1,7
34,Fill8,1.2MG,1,8
34,Fill9,2.4MG,1,9
35,Fill1,1.2MG,1,1
35,Fill2,1.2MG,1,2
35,Fill3,1.7MG,1,3
35,Fill4,0.8MG,1,4
35,Fill5,2.4MG,1,5
35,Fill6,NoFill,1,6
35,Fill7,NoFill,1,7
35,Fill8,NoFill,1,8
35,Fill9,1.7MG,1,9
36,Fill1,2.4MG,1,1
36,Fill2,0.8MG,1,2
36,Fill3,NoFill,1,3
36,Fill4,0.8MG,1,4
36,Fill5,NoFill,1,5
36,Fill6,NoFill,1,6
36,Fill7,NoFill,1,7
36,Fill8,NoFill,1,8
36,Fill9,NoFill,1,9
37,Fill1,3.0MG,1,1
37,Fill2,0.8MG,1,2
37,Fill3,0.8MG,1,3
37,Fill4,NoFill,1,4
37,Fill5,3.0MG,1,5
37,Fill6,NoFill,1,6
37,Fill7,2.4MG,1,7
37,Fill8,NoFill,1,8
37,Fill9,NoFill,1,9
38,Fill1,0.8MG,1,1
38,Fill2,1.7MG,1,2
38,Fill3,2.4MG,1,3
38,Fill4,2.4MG,1,4
38,Fill5,1.7MG,1,5
38,Fill6,0.8MG,1,6
38,Fill7,NoFill,1,7
38,Fill8,1.2MG,1,8
38,Fill9,0.8MG,1,9
39,Fill1,0.8MG,1,1
39,Fill2,1.2MG,1,2
39,Fill3,1.2MG,1,3
39,Fill4,0.8MG,1,4
39,Fill5,0.8MG,1,5
39,Fill6,NoFill,1,6
39,Fill7,NoFill,1,7
39,Fill8,NoFill,1,8
39,Fill9,NoFill,1,9
40,Fill1,0.8MG,1,1
40,Fill2,0.8MG,1,2
40,Fill3,0.8MG,1,3
40,Fill4,0.8MG,1,4
40,Fill5,1.2MG,1,5
40,Fill6,2.4MG,1,6
40,Fill7,0.8MG,1,7
40,Fill8,NoFill,1,8
40,Fill9,3.0MG,1,9
41,Fill1,0.8MG,1,1
41,Fill2,0.8MG,1,2
41,Fill3,NoFill,1,3
41,Fill4,3.0MG,1,4
41,Fill5,0.8MG,1,5
41,Fill6,NoFill,1,6
41,Fill7,NoFill,1,7
41,Fill8,NoFill,1,8
41,Fill9,NoFill,1,9
42,Fill1,0.8MG,1,1
42,Fill2,1.2MG,1,2
42,Fill3,0.8MG,1,3
42,Fill4,1.2MG,1,4
42,Fill5,1.7MG,1,5
42,Fill6,NoFill,1,6
42,Fill7,NoFill,1,7
42,Fill8,NoFill,1,8
42,Fill9,1.7MG,1,9
43,Fill1,2.4MG,1,1
43,Fill2,0.8MG,1,2
43,Fill3,0.8MG,1,3
43,Fill4,2.4MG,1,4
43,Fill5,1.7MG,1,5
43,Fill6,1.7MG,1,6
43,Fill7,2.4MG,1,7
43,Fill8,NoFill,1,8
43,Fill9,NoFill,1,9
44,Fill1,0.8MG,1,1
44,Fill2,NoFill,1,2
44,Fill3,3.0MG,1,3
44,Fill4,0.8MG,1,4
44,Fill5,NoFill,1,5
44,Fill6,NoFill,1,6
44,Fill7,NoFill,1,7
44,Fill8,NoFill,1,8
44,Fill9,1.2MG,1,9
45,Fill1,0.8MG,1,1
45,Fill2,1.2MG,1,2
45,Fill3,1.2MG,1,3
45,Fill4,3.0MG,1,4
45,Fill5,NoFill,1,5
45,Fill6,0.8MG,1,6
45,Fill7,NoFill,1,7
45,Fill8,0.8MG,1,8
45,Fill9,NoFill,1,9
46,Fill1,1.7MG,1,1
46,Fill2,0.8MG,1,2
46,Fill3,NoFill,1,3
46,Fill4,NoFill,1,4
46,Fill5,NoFill,1,5
46,Fill6,NoFill,1,6
46,Fill7,NoFill,1,7
46,Fill8,1.7MG,1,8
46,Fill9,1.2MG,1,9
47,Fill1,1.7MG,1,1
47,Fill2,1.2MG,1,2
47,Fill3,NoFill,1,3
47,Fill4,1.2MG,1,4
47,Fill5,0.8MG,1,5
47,Fill6,NoFill,1,6
47,Fill7,NoFill,1,7
47,Fill8,NoFill,1,8
47,Fill9,1.2MG,1,9
48,Fill1,0.8MG,1,1
48,Fill2,0.8MG,1,2
48,Fill3,0.8MG,1,3
48,Fill4,1.2MG,1,4
48,Fill5,2.4MG,1,5
48,Fill6,NoFill,1,6
48,Fill7,2.4MG,1,7
48,Fill8,1.7MG,1,8
48,Fill9,NoFill,1,9
49,Fill1,1.2MG,1,1
49,Fill2,1.2MG,1,2
49,Fill3,1.7MG,1,3
49,Fill4,NoFill,1,4
49,Fill5,3.0MG,1,5
49,Fill6,NoFill,1,6
49,Fill7,NoFill,1,7
49,Fill8,1.7MG,1,8
49,Fill9,NoFill,1,9
50,Fill1,1.7MG,1,1
50,Fill2,1.2MG,1,2
50,Fill3,0.8MG,1,3
50,Fill4,0.8MG,1,4
50,Fill5,0.8MG,1,5
50,Fill6,NoFill,1,6
50,Fill7,NoFill,1,7
50,Fill8,NoFill,1,8
50,Fill9,NoFill,1,9
51,Fill1,0.8MG,1,1
51,Fill2,1.7MG,1,2
51,Fill3,NoFill,1,3
51,Fill4,3.0MG,1,4
51,Fill5,NoFill,1,5
51,Fill6,NoFill,1,6
51,Fill7,NoFill,1,7
51,Fill8,0.8MG,1,8
51,Fill9,1.2MG,1,9
52,Fill1,0.8MG,1,1
52,Fill2,0.8MG,1,2
52,Fill3,0.8MG,1,3
52,Fill4,1.7MG,1,4
52,Fill5,NoFill,1,5
52,Fill6,0.8MG,1,6
52,Fill7,NoFill,1,7
52,Fill8,NoFill,1,8
52,Fill9,0.8MG,1,9
53,Fill1,3.0MG,1,1
53,Fill2,1.2MG,1,2
53,Fill3,NoFill,1,3
53,Fill4,1.7MG,1,4
53,Fill5,0.8MG,1,5
53,Fill6,1.7MG,1,6
53,Fill7,NoFill,1,7
53,Fill8,NoFill,1,8
53,Fill9,NoFill,1,9
54,Fill1,1.2MG,1,1
54,Fill2,1.2MG,1,2
54,Fill3,2.4MG,1,3
54,Fill4,NoFill,1,4
54,Fill5,NoFill,1,5
54,Fill6,1.2MG,1,6
54,Fill7,NoFill,1,7
54,Fill8,NoFill,1,8
54,Fill9,NoFill,1,9
55,Fill1,1.2MG,1,1
55,Fill2,1.2MG,1,2
55,Fill3,NoFill,1,3
55,Fill4,NoFill,1,4
55,Fill5,NoFill,1,5
55,Fill6,0.8MG,1,6
55,Fill7,1.7MG,1,7
55,Fill8,NoFill,1,8
55,Fill9,NoFill,1,9
56,Fill1,0.8MG,1,1
56,Fill2,1.7MG,1,2
56,Fill3,1.7MG,1,3
56,Fill4,3.0MG,1,4
56,Fill5,NoFill,1,5
56,Fill6,0.8MG,1,6
56,Fill7,NoFill,1,7
56,Fill8,1.2MG,1,8
56,Fill9,NoFill,1,9
57,Fill1,3.0MG,1,1
57,Fill2,3.0MG,1,2
57,Fill3,1.2MG,1,3
57,Fill4,1.7MG,1,4
57,Fill5,1.7MG,1,5
57,Fill6,3.0MG,1,6
57,Fill7,NoFill,1,7
57,Fill8,NoFill,1,8
57,Fill9,0.8MG,1,9
58,Fill1,3.0MG,1,1
58,Fill2,NoFill,1,2
58,Fill3,1.2MG,1,3
58,Fill4,NoFill,1,4
58,Fill5,NoFill,1,5
58,Fill6,NoFill,1,6
58,Fill7,1.7MG,1,7
58,Fill8,1.7MG,1,8
58,Fill9,2.4MG,1,9
59,Fill1,0.8MG,1,1
59,Fill2,1.7MG,1,2
59,Fill3,1.2MG,1,3
59,Fill4,0.8MG,1,4
59,Fill5,1.2MG,1,5
59,Fill6,0.8MG,1,6
59,Fill7,1.2MG,1,7
59,Fill8,1.2MG,1,8
59,Fill9,NoFill,1,9
60,Fill1,3.0MG,1,1
60,Fill2,1.7MG,1,2
60,Fill3,0.8MG,1,3
60,Fill4,3.0MG,1,4
60,Fill5,NoFill,1,5
60,Fill6,0.8MG,1,6
60,Fill7,2.4MG,1,7
60,Fill8,1.2MG,1,8
60,Fill9,NoFill,1,9
61,Fill1,0.8MG,1,1
61,Fill2,3.0MG,1,2
61,Fill3,0.8MG,1,3
61,Fill4,1.7MG,1,4
61,Fill5,NoFill,1,5
61,Fill6,NoFill,1,6
61,Fill7,1.2MG,1,7
61,Fill8,1.2MG,1,8
61,Fill9,NoFill,1,9
62,Fill1,NoFill,1,1
62,Fill2,NoFill,1,2
62,Fill3,3.0MG,1,3
62,Fill4,0.8MG,1,4
62,Fill5,NoFill,1,5
62,Fill6,NoFill,1,6
62,Fill7,1.2MG,1,7
62,Fill8,2.4MG,1,8
62,Fill9,NoFill,1,9
63,Fill1,1.2MG,1,1
63,Fill2,2.4MG,1,2
63,Fill3,1.7MG,1,3
63,Fill4,1.2MG,1,4
63,Fill5,NoFill,1,5
63,Fill6,NoFill,1,6
63,Fill7,1.2MG,1,7
63,Fill8,1.2MG,1,8
63,Fill9,2.4MG,1,9
64,Fill1,0.8MG,1,1
64,Fill2,0.8MG,1,2
64,Fill3,NoFill,1,3
64,Fill4,2.4MG,1,4
64,Fill5,0.8MG,1,5
64,Fill6,NoFill,1,6
64,Fill7,NoFill,1,7
64,Fill8,NoFill,1,8
64,Fill9,NoFill,1,9
65,Fill1,1.7MG,1,1
65,Fill2,0.8MG,1,2
65,Fill3,2.4MG,1,3
65,Fill4,NoFill,1,4
65,Fill5,0.8MG,1,5
65,Fill6,NoFill,1,6
65,Fill7,NoFill,1,7
65,Fill8,NoFill,1,8
65,Fill9,NoFill,1,9
66,Fill1,0.8MG,1,1
66,Fill2,2.4MG,1,2
66,Fill3,0.8MG,1,3
66,Fill4,0.8MG,1,4
66,Fill5,0.8MG,1,5
66,Fill6,2.4MG,1,6
66,Fill7,1.2MG,1,7
66,Fill8,0.8MG,1,8
66,Fill9,0.8MG,1,9
67,Fill1,1.7MG,1,1
67,Fill2,1.2MG,1,2
67,Fill3,2.4MG,1,3
67,Fill4,2.4MG,1,4
67,Fill5,NoFill,1,5
67,Fill6,NoFill,1,6
67,Fill7,1.2MG,1,7
67,Fill8,NoFill,1,8
67,Fill9,NoFill,1,9
68,Fill1,NoFill,1,1
68,Fill2,1.2MG,1,2
68,Fill3,0.8MG,1,3
68,Fill4,NoFill,1,4
68,Fill5,3.0MG,1,5
68,Fill6,0.8MG,1,6
68,Fill7,NoFill,1,7
68,Fill8,NoFill,1,8
68,Fill9,1.2MG,1,9
69,Fill1,1.7MG,1,1
69,Fill2,3.0MG,1,2
69,Fill3,NoFill,1,3
69,Fill4,3.0MG,1,4
69,Fill5,NoFill,1,5
69,Fill6,1.2MG,1,6
69,Fill7,2.4MG,1,7
69,Fill8,NoFill,1,8
69,Fill9,1.7MG,1,9
70,Fill1,1.7MG,1,1
70,Fill2,1.7MG,1,2
70,Fill3,NoFill,1,3
70,Fill4,NoFill,1,4
70,Fill5,1.2MG,1,5
70,Fill6,NoFill,1,6
70,Fill7,2.4MG,1,7
70,Fill8,0.8MG,1,8
70,Fill9,3.0MG,1,9
71,Fill1,1.2MG,1,1
71,Fill2,1.7MG,1,2
71,Fill3,1.2MG,1,3
71,Fill4,NoFill,1,4
71,Fill5,1.7MG,1,5
71,Fill6,NoFill,1,6
71,Fill7,NoFill,1,7
71,Fill8,NoFill,1,8
71,Fill9,0.8MG,1,9
72,Fill1,1.7MG,1,1
72,Fill2,NoFill,1,2
72,Fill3,0.8MG,1,3
72,Fill4,0.8MG,1,4
72,Fill5,NoFill,1,5
72,Fill6,NoFill,1,6
72,Fill7,NoFill,1,7
72,Fill8,NoFill,1,8
72,Fill9,0.8MG,1,9
73,Fill1,0.8MG,1,1
73,Fill2,0.8MG,1,2
73,Fill3,NoFill,1,3
73,Fill4,1.2MG,1,4
73,Fill5,0.8MG,1,5
73,Fill6,NoFill,1,6
73,Fill7,NoFill,1,7
73,Fill8,NoFill,1,8
73,Fill9,NoFill,1,9
74,Fill1,1.7MG,1,1
74,Fill2,1.7MG,1,2
74,Fill3,1.2MG,1,3
74,Fill4,0.8MG,1,4
74,Fill5,2.4MG,1,5
74,Fill6,NoFill,1,6
74,Fill7,1.7MG,1,7
74,Fill8,0.8MG,1,8
74,Fill9,NoFill,1,9
75,Fill1,2.4MG,1,1
75,Fill2,2.4MG,1,2
75,Fill3,1.7MG,1,3
75,Fill4,NoFill,1,4
75,Fill5,NoFill,1,5
75,Fill6,NoFill,1,6
75,Fill7,NoFill,1,7
75,Fill8,NoFill,1,8
75,Fill9,NoFill,1,9
76,Fill1,2.4MG,1,1
76,Fill2,0.8MG,1,2
76,Fill3,0.8MG,1,3
76,Fill4,1.7MG,1,4
76,Fill5,NoFill,1,5
76,Fill6,NoFill,1,6
76,Fill7,NoFill,1,7
76,Fill8,0.8MG,1,8
76,Fill9,3.0MG,1,9
77,Fill1,0.8MG,1,1
77,Fill2,1.2MG,1,2
77,Fill3,0.8MG,1,3
77,Fill4,NoFill,1,4
77,Fill5,0.8MG,1,5
77,Fill6,NoFill,1,6
77,Fill7,1.2MG,1,7
77,Fill8,NoFill,1,8
77,Fill9,0.8MG,1,9
78,Fill1,0.8MG,1,1
78,Fill2,0.8MG,1,2
78,Fill3,1.2MG,1,3
78,Fill4,3.0MG,1,4
78,Fill5,NoFill,1,5
78,Fill6,NoFill,1,6
78,Fill7,1.7MG,1,7
78,Fill8,NoFill,1,8
78,Fill9,NoFill,1,9
79,Fill1,0.8MG,1,1
79,Fill2,NoFill,1,2
79,Fill3,0.8MG,1,3
79,Fill4,NoFill,1,4
79,Fill5,1.2MG,1,5
79,Fill6,NoFill,1,6
79,Fill7,NoFill,1,7
79,Fill8,NoFill,1,8
79,Fill9,2.4MG,1,9
80,Fill1,0.8MG,1,1
80,Fill2,2.4MG,1,2
80,Fill3,0.8MG,1,3
80,Fill4,NoFill,1,4
80,Fill5,0.8MG,1,5
80,Fill6,NoFill,1,6
80,Fill7,NoFill,1,7
80,Fill8,2.4MG,1,8
80,Fill9,1.2MG,1,9
81,Fill1,2.4MG,1,1
81,Fill2,1.2MG,1,2
81,Fill3,1.7MG,1,3
81,Fill4,NoFill,1,4
81,Fill5,0.8MG,1,5
81,Fill6,3.0MG,1,6
81,Fill7,0.8MG,1,7
81,Fill8,NoFill,1,8
81,Fill9,NoFill,1,9
82,Fill1,1.7MG,1,1
82,Fill2,0.8MG,1,2
82,Fill3,0.8MG,1,3
82,Fill4,0.8MG,1,4
82,Fill5,NoFill,1,5
82,Fill6,NoFill,1,6
82,Fill7,NoFill,1,7
82,Fill8,NoFill,1,8
82,Fill9,NoFill,1,9
83,Fill1,1.2MG,1,1
83,Fill2,3.0MG,1,2
83,Fill3,2.4MG,1,3
83,Fill4,1.2MG,1,4
83,Fill5,NoFill,1,5
83,Fill6,NoFill,1,6
83,Fill7,NoFill,1,7
83,Fill8,2.4MG,1,8
83,Fill9,1.2MG,1,9
84,Fill1,2.4MG,1,1
84,Fill2,0.8MG,1,2
84,Fill3,1.2MG,1,3
84,Fill4,2.4MG,1,4
84,Fill5,3.0MG,1,5
84,Fill6,NoFill,1,6
84,Fill7,3.0MG,1,7
84,Fill8,NoFill,1,8
84,Fill9,NoFill,1,9
85,Fill1,0.8MG,1,1
85,Fill2,1.2MG,1,2
85,Fill3,1.7MG,1,3
85,Fill4,NoFill,1,4
85,Fill5,1.7MG,1,5
85,Fill6,3.0MG,1,6
85,Fill7,2.4MG,1,7
85,Fill8,NoFill,1,8
85,Fill9,1.2MG,1,9
86,Fill1,1.2MG,1,1
86,Fill2,3.0MG,1,2
86,Fill3,0.8MG,1,3
86,Fill4,1.2MG,1,4
86,Fill5,1.2MG,1,5
86,Fill6,NoFill,1,6
86,Fill7,NoFill,1,7
86,Fill8,1.7MG,1,8
86,Fill9,NoFill,1,9
87,Fill1,1.7MG,1,1
87,Fill2,NoFill,1,2
87,Fill3,1.2MG,1,3
87,Fill4,0.8MG,1,4
87,Fill5,NoFill,1,5
87,Fill6,NoFill,1,6
87,Fill7,NoFill,1,7
87,Fill8,NoFill,1,8
87,Fill9,NoFill,1,9
88,Fill1,2.4MG,1,1
88,Fill2,1.2MG,1,2
88,Fill3,1.2MG,1,3
88,Fill4,1.2MG,1,4
88,Fill5,NoFill,1,5
88,Fill6,2.4MG,1,6
88,Fill7,NoFill,1,7
88,Fill8,2.4MG,1,8
88,Fill9,NoFill,1,9
89,Fill1,0.8MG,1,1
89,Fill2,NoFill,1,2
89,Fill3,1.2MG,1,3
89,Fill4,0.8MG,1,4
89,Fill5,0.8MG,1,5
89,Fill6,NoFill,1,6
89,Fill7,NoFill,1,7
89,Fill8,NoFill,1,8
89,Fill9,0.8MG,1,9
90,Fill1,3.0MG,1,1
90,Fill2,2.4MG,1,2
90,Fill3,2.4MG,1,3
90,Fill4,1.2MG,1,4
90,Fill5,2.4MG,1,5
90,Fill6,NoFill,1,6
90,Fill7,NoFill,1,7
90,Fill8,NoFill,1,8
90,Fill9,0.8MG,1,9
91,Fill1,2.4MG,1,1
91,Fill2,2.4MG,1,2
91,Fill3,0.8MG,1,3
91,Fill4,1.2MG,1,4
91,Fill5,NoFill,1,5
91,Fill6,1.7MG,1,6
91,Fill7,1.7MG,1,7
91,Fill8,0.8MG,1,8
91,Fill9,3.0MG,1,9
92,Fill1,1.2MG,1,1
92,Fill2,NoFill,1,2
92,Fill3,1.2MG,1,3
92,Fill4,1.7MG,1,4
92,Fill5,1.2MG,1,5
92,Fill6,3.0MG,1,6
92,Fill7,1.2MG,1,7
92,Fill8,1.2MG,1,8
92,Fill9,0.8MG,1,9
93,Fill1,1.2MG,1,1
93,Fill2,1.7MG,1,2
93,Fill3,NoFill,1,3
93,Fill4,NoFill,1,4
93,Fill5,2.4MG,1,5
93,Fill6,3.0MG,1,6
93,Fill7,0.8MG,1,7
93,Fill8,0.8MG,1,8
93,Fill9,1.7MG,1,9
94,Fill1,3.0MG,1,1
94,Fill2,1.2MG,1,2
94,Fill3,1.7MG,1,3
