,0
99,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/images/ch12/translation_attention_validation_5_6.png. Failed with Non-base64 digit found"
100,"a table with different types of data
"
101,"a graph shows the number of people who have been vaccinated
"
102,"a plot of the number of people who have died in each country
"
103,"three panels with different colored lines and shapes
"
104,"a plot of the number of people who have died in each country
"
105,"the official nlpia website
"
106,"ask me about nipa
"
107,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/images/ch11/kg_150_biotech_company.graphviz.png. Failed with Non-base64 digit found"
108,"a graph with a line that shows the number of people who have been infected with the coronavirus
"
109,"a graph showing the number of people who have been tested for the coronavirus
"
110,"a diagram of the process for a smart grid
"
111,"a diagram of a building with different types of windows
"
112,"the diagram shows the different branches of the military
"
113,"a diagram of the process for learning and teaching
"
114,"a flow diagram showing how to use the web application
"
115,"a diagram of a system with a single input and output
"
116,"a series of text bubbles with different messages
"
117,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/whatsapp_GUI_buttons.png. Failed with Non-base64 digit found"
118,"Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got ../../hobs/nlpia-manuscript/manuscript/chatbot-convo-design.drawio.png. Failed with Non-base64 digit found"
119,"a graph showing the different types of data
"
120,"a diagram of a speech to text system
"
121,name 'dataurl' is not defined
122,name 'dataurl' is not defined
123,name 'dataurl' is not defined
124,name 'dataurl' is not defined
125,name 'dataurl' is not defined
126,name 'dataurl' is not defined
127,name 'dataurl' is not defined
128,name 'dataurl' is not defined
129,name 'dataurl' is not defined
130,name 'dataurl' is not defined
131,name 'dataurl' is not defined
132,name 'dataurl' is not defined
133,name 'dataurl' is not defined
134,name 'dataurl' is not defined
135,name 'dataurl' is not defined
136,name 'dataurl' is not defined
137,name 'dataurl' is not defined
138,name 'dataurl' is not defined
139,name 'dataurl' is not defined
140,name 'dataurl' is not defined
141,name 'dataurl' is not defined
142,name 'dataurl' is not defined
143,name 'dataurl' is not defined
144,name 'dataurl' is not defined
145,name 'dataurl' is not defined
146,name 'dataurl' is not defined
147,name 'dataurl' is not defined
148,name 'dataurl' is not defined
149,name 'dataurl' is not defined
150,name 'dataurl' is not defined
151,name 'dataurl' is not defined
152,name 'dataurl' is not defined
153,name 'dataurl' is not defined
154,name 'dataurl' is not defined
155,name 'dataurl' is not defined
156,name 'dataurl' is not defined
157,name 'dataurl' is not defined
158,name 'dataurl' is not defined
159,name 'dataurl' is not defined
160,name 'dataurl' is not defined
161,name 'dataurl' is not defined
162,name 'dataurl' is not defined
163,name 'dataurl' is not defined
164,name 'dataurl' is not defined
165,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
166,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
167,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
168,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
169,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
170,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
171,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
172,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
173,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
174,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
175,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
176,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
177,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
178,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
179,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
180,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
181,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
182,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
183,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
184,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
185,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
186,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
187,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
188,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
189,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
190,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
191,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
192,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
193,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
194,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
195,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
196,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
197,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
198,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
199,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
200,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
201,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
202,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
203,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
204,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
205,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
206,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
207,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
208,"Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image."
