alluvium,stage,stratum,y,x
20,Fill1,0.8MG,1,1
20,Fill2,0.8MG,1,2
20,Fill3,1.7MG,1,3
20,Fill4,0.8MG,1,4
20,Fill5,NoFill,1,5
20,Fill6,3.0MG,1,6
21,Fill1,2.4MG,1,1
21,Fill2,0.8MG,1,2
21,Fill3,2.4MG,1,3
21,Fill4,NoFill,1,4
21,Fill5,0.8MG,1,5
21,Fill6,NoFill,1,6
22,Fill1,1.7MG,1,1
22,Fill2,0.8MG,1,2
22,Fill3,3.0MG,1,3
22,Fill4,0.8MG,1,4
22,Fill5,NoFill,1,5
22,Fill6,0.8MG,1,6
23,Fill1,3.0MG,1,1
23,Fill2,0.8MG,1,2
23,Fill3,2.4MG,1,3
23,Fill4,0.8MG,1,4
23,Fill5,0.8MG,1,5
23,Fill6,0.8MG,1,6
24,Fill1,1.7MG,1,1
24,Fill2,0.8MG,1,2
24,Fill3,1.2MG,1,3
24,Fill4,NoFill,1,4
24,Fill5,1.2MG,1,5
24,Fill6,0.8MG,1,6
25,Fill1,0.8MG,1,1
25,Fill2,0.8MG,1,2
25,Fill3,3.0MG,1,3
25,Fill4,0.8MG,1,4
25,Fill5,NoFill,1,5
25,Fill6,NoFill,1,6
26,Fill1,1.7MG,1,1
26,Fill2,2.4MG,1,2
26,Fill3,NoFill,1,3
26,Fill4,1.2MG,1,4
26,Fill5,0.8MG,1,5
26,Fill6,0.8MG,1,6
27,Fill1,1.2MG,1,1
27,Fill2,0.8MG,1,2
27,Fill3,1.2MG,1,3
27,Fill4,1.2MG,1,4
27,Fill5,0.8MG,1,5
27,Fill6,1.7MG,1,6
28,Fill1,0.8MG,1,1
28,Fill2,2.4MG,1,2
28,Fill3,NoFill,1,3
28,Fill4,NoFill,1,4
28,Fill5,1.2MG,1,5
28,Fill6,NoFill,1,6
29,Fill1,0.8MG,1,1
29,Fill2,0.8MG,1,2
29,Fill3,1.7MG,1,3
29,Fill4,NoFill,1,4
29,Fill5,0.8MG,1,5
29,Fill6,NoFill,1,6
30,Fill1,3.0MG,1,1
30,Fill2,NoFill,1,2
30,Fill3,2.4MG,1,3
30,Fill4,NoFill,1,4
30,Fill5,0.8MG,1,5
30,Fill6,NoFill,1,6
31,Fill1,2.4MG,1,1
31,Fill2,NoFill,1,2
31,Fill3,2.4MG,1,3
31,Fill4,NoFill,1,4
31,Fill5,NoFill,1,5
31,Fill6,NoFill,1,6
32,Fill1,0.8MG,1,1
32,Fill2,1.2MG,1,2
32,Fill3,0.8MG,1,3
32,Fill4,NoFill,1,4
32,Fill5,NoFill,1,5
32,Fill6,0.8MG,1,6
33,Fill1,3.0MG,1,1
33,Fill2,2.4MG,1,2
33,Fill3,NoFill,1,3
33,Fill4,NoFill,1,4
33,Fill5,0.8MG,1,5
33,Fill6,3.0MG,1,6
34,Fill1,0.8MG,1,1
34,Fill2,0.8MG,1,2
34,Fill3,1.7MG,1,3
34,Fill4,1.7MG,1,4
34,Fill5,NoFill,1,5
34,Fill6,NoFill,1,6
35,Fill1,2.4MG,1,1
35,Fill2,0.8MG,1,2
35,Fill3,NoFill,1,3
35,Fill4,1.7MG,1,4
35,Fill5,NoFill,1,5
35,Fill6,NoFill,1,6
36,Fill1,3.0MG,1,1
36,Fill2,3.0MG,1,2
36,Fill3,0.8MG,1,3
36,Fill4,NoFill,1,4
36,Fill5,0.8MG,1,5
36,Fill6,1.7MG,1,6
37,Fill1,0.8MG,1,1
37,Fill2,1.2MG,1,2
37,Fill3,NoFill,1,3
37,Fill4,NoFill,1,4
37,Fill5,NoFill,1,5
37,Fill6,NoFill,1,6
38,Fill1,1.7MG,1,1
38,Fill2,1.7MG,1,2
38,Fill3,1.7MG,1,3
38,Fill4,3.0MG,1,4
38,Fill5,NoFill,1,5
38,Fill6,1.2MG,1,6
39,Fill1,0.8MG,1,1
39,Fill2,0.8MG,1,2
39,Fill3,0.8MG,1,3
39,Fill4,NoFill,1,4
39,Fill5,NoFill,1,5
39,Fill6,1.2MG,1,6
40,Fill1,1.7MG,1,1
40,Fill2,1.2MG,1,2
40,Fill3,3.0MG,1,3
40,Fill4,0.8MG,1,4
40,Fill5,2.4MG,1,5
40,Fill6,NoFill,1,6
41,Fill1,3.0MG,1,1
41,Fill2,0.8MG,1,2
41,Fill3,0.8MG,1,3
41,Fill4,NoFill,1,4
41,Fill5,NoFill,1,5
41,Fill6,NoFill,1,6
42,Fill1,0.8MG,1,1
42,Fill2,1.2MG,1,2
42,Fill3,0.8MG,1,3
42,Fill4,0.8MG,1,4
42,Fill5,NoFill,1,5
42,Fill6,1.7MG,1,6
43,Fill1,0.8MG,1,1
43,Fill2,0.8MG,1,2
43,Fill3,0.8MG,1,3
43,Fill4,1.7MG,1,4
43,Fill5,NoFill,1,5
43,Fill6,NoFill,1,6
44,Fill1,0.8MG,1,1
44,Fill2,1.2MG,1,2
44,Fill3,3.0MG,1,3
44,Fill4,3.0MG,1,4
44,Fill5,NoFill,1,5
44,Fill6,NoFill,1,6
45,Fill1,1.2MG,1,1
45,Fill2,0.8MG,1,2
45,Fill3,1.2MG,1,3
45,Fill4,2.4MG,1,4
45,Fill5,NoFill,1,5
45,Fill6,NoFill,1,6
46,Fill1,1.2MG,1,1
46,Fill2,1.7MG,1,2
46,Fill3,0.8MG,1,3
46,Fill4,NoFill,1,4
46,Fill5,1.2MG,1,5
46,Fill6,NoFill,1,6
47,Fill1,0.8MG,1,1
47,Fill2,1.2MG,1,2
47,Fill3,NoFill,1,3
47,Fill4,1.7MG,1,4
47,Fill5,1.2MG,1,5
47,Fill6,0.8MG,1,6
48,Fill1,0.8MG,1,1
48,Fill2,0.8MG,1,2
48,Fill3,3.0MG,1,3
48,Fill4,2.4MG,1,4
48,Fill5,2.4MG,1,5
48,Fill6,NoFill,1,6
49,Fill1,2.4MG,1,1
49,Fill2,0.8MG,1,2
49,Fill3,0.8MG,1,3
49,Fill4,NoFill,1,4
49,Fill5,NoFill,1,5
49,Fill6,NoFill,1,6
50,Fill1,3.0MG,1,1
50,Fill2,0.8MG,1,2
50,Fill3,0.8MG,1,3
50,Fill4,0.8MG,1,4
50,Fill5,2.4MG,1,5
50,Fill6,NoFill,1,6
51,Fill1,0.8MG,1,1
51,Fill2,0.8MG,1,2
51,Fill3,2.4MG,1,3
51,Fill4,NoFill,1,4
51,Fill5,NoFill,1,5
51,Fill6,NoFill,1,6
52,Fill1,1.2MG,1,1
52,Fill2,0.8MG,1,2
52,Fill3,2.4MG,1,3
52,Fill4,NoFill,1,4
52,Fill5,1.2MG,1,5
52,Fill6,1.2MG,1,6
53,Fill1,0.8MG,1,1
53,Fill2,2.4MG,1,2
53,Fill3,1.2MG,1,3
53,Fill4,NoFill,1,4
53,Fill5,0.8MG,1,5
53,Fill6,NoFill,1,6
54,Fill1,0.8MG,1,1
54,Fill2,0.8MG,1,2
54,Fill3,1.2MG,1,3
54,Fill4,0.8MG,1,4
54,Fill5,NoFill,1,5
54,Fill6,0.8MG,1,6
55,Fill1,0.8MG,1,1
55,Fill2,1.2MG,1,2
55,Fill3,3.0MG,1,3
55,Fill4,1.7MG,1,4
55,Fill5,1.2MG,1,5
55,Fill6,2.4MG,1,6
56,Fill1,1.7MG,1,1
56,Fill2,2.4MG,1,2
56,Fill3,NoFill,1,3
56,Fill4,3.0MG,1,4
56,Fill5,1.2MG,1,5
56,Fill6,3.0MG,1,6
57,Fill1,2.4MG,1,1
57,Fill2,2.4MG,1,2
57,Fill3,1.2MG,1,3
57,Fill4,NoFill,1,4
57,Fill5,NoFill,1,5
57,Fill6,1.2MG,1,6
58,Fill1,1.7MG,1,1
58,Fill2,NoFill,1,2
58,Fill3,0.8MG,1,3
58,Fill4,1.2MG,1,4
58,Fill5,NoFill,1,5
58,Fill6,NoFill,1,6
59,Fill1,1.2MG,1,1
59,Fill2,1.7MG,1,2
59,Fill3,0.8MG,1,3
59,Fill4,1.2MG,1,4
59,Fill5,0.8MG,1,5
59,Fill6,1.2MG,1,6
60,Fill1,0.8MG,1,1
60,Fill2,1.2MG,1,2
60,Fill3,0.8MG,1,3
60,Fill4,NoFill,1,4
60,Fill5,2.4MG,1,5
60,Fill6,0.8MG,1,6
61,Fill1,1.2MG,1,1
61,Fill2,3.0MG,1,2
61,Fill3,1.2MG,1,3
61,Fill4,NoFill,1,4
61,Fill5,NoFill,1,5
61,Fill6,NoFill,1,6
62,Fill1,2.4MG,1,1
62,Fill2,3.0MG,1,2
62,Fill3,NoFill,1,3
62,Fill4,NoFill,1,4
62,Fill5,1.7MG,1,5
62,Fill6,NoFill,1,6
63,Fill1,0.8MG,1,1
63,Fill2,2.4MG,1,2
63,Fill3,0.8MG,1,3
63,Fill4,NoFill,1,4
63,Fill5,0.8MG,1,5
63,Fill6,1.2MG,1,6
64,Fill1,0.8MG,1,1
64,Fill2,1.7MG,1,2
64,Fill3,1.7MG,1,3
64,Fill4,0.8MG,1,4
64,Fill5,NoFill,1,5
64,Fill6,NoFill,1,6
65,Fill1,1.7MG,1,1
65,Fill2,NoFill,1,2
65,Fill3,0.8MG,1,3
65,Fill4,NoFill,1,4
65,Fill5,0.8MG,1,5
65,Fill6,NoFill,1,6
66,Fill1,1.2MG,1,1
66,Fill2,NoFill,1,2
66,Fill3,1.7MG,1,3
66,Fill4,0.8MG,1,4
66,Fill5,1.2MG,1,5
66,Fill6,2.4MG,1,6
67,Fill1,NoFill,1,1
67,Fill2,NoFill,1,2
67,Fill3,NoFill,1,3
67,Fill4,NoFill,1,4
67,Fill5,NoFill,1,5
67,Fill6,NoFill,1,6
68,Fill1,0.8MG,1,1
68,Fill2,0.8MG,1,2
68,Fill3,1.2MG,1,3
68,Fill4,0.8MG,1,4
68,Fill5,NoFill,1,5
68,Fill6,NoFill,1,6
69,Fill1,1.7MG,1,1
69,Fill2,3.0MG,1,2
69,Fill3,NoFill,1,3
69,Fill4,3.0MG,1,4
69,Fill5,0.8MG,1,5
69,Fill6,2.4MG,1,6
70,Fill1,2.4MG,1,1
70,Fill2,1.2MG,1,2
70,Fill3,1.2MG,1,3
70,Fill4,NoFill,1,4
70,Fill5,2.4MG,1,5
70,Fill6,0.8MG,1,6
71,Fill1,3.0MG,1,1
71,Fill2,0.8MG,1,2
71,Fill3,0.8MG,1,3
71,Fill4,1.7MG,1,4
71,Fill5,0.8MG,1,5
71,Fill6,3.0MG,1,6
72,Fill1,1.7MG,1,1
72,Fill2,1.2MG,1,2
72,Fill3,0.8MG,1,3
72,Fill4,0.8MG,1,4
72,Fill5,3.0MG,1,5
72,Fill6,0.8MG,1,6
73,Fill1,1.7MG,1,1
73,Fill2,1.7MG,1,2
73,Fill3,NoFill,1,3
73,Fill4,NoFill,1,4
73,Fill5,NoFill,1,5
73,Fill6,1.2MG,1,6
74,Fill1,1.7MG,1,1
74,Fill2,3.0MG,1,2
74,Fill3,3.0MG,1,3
74,Fill4,NoFill,1,4
74,Fill5,1.2MG,1,5
74,Fill6,1.7MG,1,6
75,Fill1,3.0MG,1,1
75,Fill2,1.2MG,1,2
75,Fill3,1.7MG,1,3
75,Fill4,3.0MG,1,4
75,Fill5,NoFill,1,5
75,Fill6,NoFill,1,6
76,Fill1,NoFill,1,1
76,Fill2,0.8MG,1,2
76,Fill3,2.4MG,1,3
76,Fill4,2.4MG,1,4
76,Fill5,3.0MG,1,5
76,Fill6,NoFill,1,6
77,Fill1,0.8MG,1,1
77,Fill2,1.7MG,1,2
77,Fill3,0.8MG,1,3
77,Fill4,NoFill,1,4
77,Fill5,1.2MG,1,5
77,Fill6,NoFill,1,6
78,Fill1,1.7MG,1,1
78,Fill2,1.7MG,1,2
78,Fill3,0.8MG,1,3
78,Fill4,1.7MG,1,4
78,Fill5,1.2MG,1,5
78,Fill6,0.8MG,1,6
79,Fill1,2.4MG,1,1
79,Fill2,0.8MG,1,2
79,Fill3,0.8MG,1,3
79,Fill4,0.8MG,1,4
79,Fill5,0.8MG,1,5
79,Fill6,NoFill,1,6
80,Fill1,0.8MG,1,1
80,Fill2,0.8MG,1,2
80,Fill3,0.8MG,1,3
80,Fill4,0.8MG,1,4
80,Fill5,NoFill,1,5
80,Fill6,NoFill,1,6
81,Fill1,3.0MG,1,1
81,Fill2,0.8MG,1,2
81,Fill3,2.4MG,1,3
81,Fill4,2.4MG,1,4
81,Fill5,1.7MG,1,5
81,Fill6,NoFill,1,6
82,Fill1,1.2MG,1,1
82,Fill2,3.0MG,1,2
82,Fill3,2.4MG,1,3
82,Fill4,1.7MG,1,4
82,Fill5,NoFill,1,5
82,Fill6,1.2MG,1,6
83,Fill1,0.8MG,1,1
83,Fill2,1.2MG,1,2
83,Fill3,2.4MG,1,3
83,Fill4,NoFill,1,4
83,Fill5,NoFill,1,5
83,Fill6,NoFill,1,6
84,Fill1,0.8MG,1,1
84,Fill2,1.7MG,1,2
84,Fill3,NoFill,1,3
84,Fill4,1.7MG,1,4
84,Fill5,1.7MG,1,5
84,Fill6,NoFill,1,6
85,Fill1,0.8MG,1,1
85,Fill2,0.8MG,1,2
85,Fill3,1.7MG,1,3
85,Fill4,1.7MG,1,4
85,Fill5,NoFill,1,5
85,Fill6,NoFill,1,6
86,Fill1,1.2MG,1,1
86,Fill2,0.8MG,1,2
86,Fill3,1.2MG,1,3
86,Fill4,NoFill,1,4
86,Fill5,1.2MG,1,5
86,Fill6,NoFill,1,6
87,Fill1,1.2MG,1,1
87,Fill2,2.4MG,1,2
87,Fill3,NoFill,1,3
87,Fill4,NoFill,1,4
87,Fill5,1.7MG,1,5
87,Fill6,NoFill,1,6
88,Fill1,3.0MG,1,1
88,Fill2,3.0MG,1,2
88,Fill3,0.8MG,1,3
88,Fill4,1.2MG,1,4
88,Fill5,0.8MG,1,5
88,Fill6,NoFill,1,6
89,Fill1,2.4MG,1,1
89,Fill2,0.8MG,1,2
89,Fill3,1.7MG,1,3
89,Fill4,0.8MG,1,4
89,Fill5,0.8MG,1,5
89,Fill6,NoFill,1,6
90,Fill1,0.8MG,1,1
90,Fill2,1.2MG,1,2
90,Fill3,1.7MG,1,3
90,Fill4,1.2MG,1,4
90,Fill5,NoFill,1,5
90,Fill6,1.2MG,1,6
91,Fill1,NoFill,1,1
91,Fill2,0.8MG,1,2
91,Fill3,1.2MG,1,3
91,Fill4,NoFill,1,4
91,Fill5,NoFill,1,5
91,Fill6,1.2MG,1,6
92,Fill1,1.2MG,1,1
92,Fill2,3.0MG,1,2
92,Fill3,0.8MG,1,3
92,Fill4,0.8MG,1,4
92,Fill5,0.8MG,1,5
92,Fill6,2.4MG,1,6
93,Fill1,1.7MG,1,1
93,Fill2,NoFill,1,2
93,Fill3,NoFill,1,3
93,Fill4,NoFill,1,4
93,Fill5,2.4MG,1,5
93,Fill6,0.8MG,1,6
94,Fill1,3.0MG,1,1
94,Fill2,0.8MG,1,2
94,Fill3,0.8MG,1,3
94,Fill4,1.2MG,1,4
94,Fill5,0.8MG,1,5
94,Fill6,NoFill,1,6
95,Fill1,3.0MG,1,1
95,Fill2,0.8MG,1,2
95,Fill3,NoFill,1,3
95,Fill4,NoFill,1,4
95,Fill5,NoFill,1,5
95,Fill6,NoFill,1,6
96,Fill1,0.8MG,1,1
96,Fill2,3.0MG,1,2
96,Fill3,NoFill,1,3
96,Fill4,NoFill,1,4
96,Fill5,NoFill,1,5
96,Fill6,NoFill,1,6
97,Fill1,1.7MG,1,1
97,Fill2,1.2MG,1,2
97,Fill3,2.4MG,1,3
97,Fill4,0.8MG,1,4
97,Fill5,1.7MG,1,5
97,Fill6,1.7MG,1,6
98,Fill1,3.0MG,1,1
98,Fill2,NoFill,1,2
98,Fill3,0.8MG,1,3
98,Fill4,0.8MG,1,4
98,Fill5,1.2MG,1,5
98,Fill6,1.7MG,1,6
99,Fill1,2.4MG,1,1
99,Fill2,1.7MG,1,2
99,Fill3,NoFill,1,3
99,Fill4,NoFill,1,4
99,Fill5,0.8MG,1,5
99,Fill6,NoFill,1,6
100,Fill1,0.8MG,1,1
100,Fill2,1.7MG,1,2
100,Fill3,NoFill,1,3
100,Fill4,NoFill,1,4
100,Fill5,NoFill,1,5
100,Fill6,NoFill,1,6
101,Fill1,0.8MG,1,1
101,Fill2,1.2MG,1,2
101,Fill3,1.2MG,1,3
101,Fill4,1.7MG,1,4
101,Fill5,1.2MG,1,5
101,Fill6,0.8MG,1,6
102,Fill1,0.8MG,1,1
102,Fill2,0.8MG,1,2
102,Fill3,0.8MG,1,3
102,Fill4,2.4MG,1,4
102,Fill5,NoFill,1,5
102,Fill6,NoFill,1,6
103,Fill1,1.7MG,1,1
103,Fill2,1.2MG,1,2
103,Fill3,2.4MG,1,3
103,Fill4,NoFill,1,4
103,Fill5,3.0MG,1,5
103,Fill6,0.8MG,1,6
104,Fill1,0.8MG,1,1
104,Fill2,1.7MG,1,2
104,Fill3,NoFill,1,3
104,Fill4,1.2MG,1,4
104,Fill5,1.7MG,1,5
104,Fill6,1.2MG,1,6
105,Fill1,1.7MG,1,1
105,Fill2,0.8MG,1,2
105,Fill3,NoFill,1,3
105,Fill4,1.7MG,1,4
105,Fill5,0.8MG,1,5
105,Fill6,NoFill,1,6
106,Fill1,NoFill,1,1
106,Fill2,0.8MG,1,2
106,Fill3,1.7MG,1,3
106,Fill4,1.2MG,1,4
106,Fill5,NoFill,1,5
106,Fill6,0.8MG,1,6
107,Fill1,0.8MG,1,1
107,Fill2,2.4MG,1,2
107,Fill3,1.7MG,1,3
107,Fill4,0.8MG,1,4
107,Fill5,NoFill,1,5
107,Fill6,NoFill,1,6
108,Fill1,1.2MG,1,1
108,Fill2,NoFill,1,2
108,Fill3,3.0MG,1,3
108,Fill4,2.4MG,1,4
108,Fill5,1.7MG,1,5
108,Fill6,2.4MG,1,6
109,Fill1,1.2MG,1,1
109,Fill2,1.7MG,1,2
109,Fill3,NoFill,1,3
109,Fill4,NoFill,1,4
109,Fill5,NoFill,1,5
109,Fill6,NoFill,1,6
110,Fill1,1.7MG,1,1
110,Fill2,1.7MG,1,2
110,Fill3,NoFill,1,3
110,Fill4,0.8MG,1,4
110,Fill5,NoFill,1,5
110,Fill6,NoFill,1,6
111,Fill1,1.2MG,1,1
111,Fill2,1.2MG,1,2
111,Fill3,1.7MG,1,3
111,Fill4,2.4MG,1,4
111,Fill5,NoFill,1,5
111,Fill6,NoFill,1,6
112,Fill1,1.7MG,1,1
112,Fill2,NoFill,1,2
112,Fill3,3.0MG,1,3
112,Fill4,0.8MG,1,4
112,Fill5,1.2MG,1,5
112,Fill6,NoFill,1,6
113,Fill1,0.8MG,1,1
113,Fill2,0.8MG,1,2
113,Fill3,0.8MG,1,3
113,Fill4,NoFill,1,4
113,Fill5,NoFill,1,5
113,Fill6,NoFill,1,6
114,Fill1,1.7MG,1,1
114,Fill2,2.4MG,1,2
114,Fill3,2.4MG,1,3
114,Fill4,0.8MG,1,4
114,Fill5,NoFill,1,5
114,Fill6,NoFill,1,6
115,Fill1,1.2MG,1,1
115,Fill2,0.8MG,1,2
115,Fill3,1.2MG,1,3
115,Fill4,3.0MG,1,4
115,Fill5,NoFill,1,5
115,Fill6,NoFill,1,6
116,Fill1,0.8MG,1,1
116,Fill2,1.7MG,1,2
116,Fill3,0.8MG,1,3
116,Fill4,1.2MG,1,4
116,Fill5,NoFill,1,5
116,Fill6,NoFill,1,6
117,Fill1,0.8MG,1,1
117,Fill2,NoFill,1,2
117,Fill3,3.0MG,1,3
117,Fill4,3.0MG,1,4
117,Fill5,0.8MG,1,5
117,Fill6,NoFill,1,6
118,Fill1,2.4MG,1,1
118,Fill2,2.4MG,1,2
118,Fill3,NoFill,1,3
118,Fill4,2.4MG,1,4
118,Fill5,NoFill,1,5
118,Fill6,NoFill,1,6
119,Fill1,1.2MG,1,1
119,Fill2,0.8MG,1,2
119,Fill3,2.4MG,1,3
119,Fill4,NoFill,1,4
119,Fill5,0.8MG,1,5
119,Fill6,0.8MG,1,6
120,Fill1,NoFill,1,1
120,Fill2,3.0MG,1,2
120,Fill3,NoFill,1,3
120,Fill4,NoFill,1,4
120,Fill5,0.8MG,1,5
120,Fill6,NoFill,1,6
121,Fill1,0.8MG,1,1
121,Fill2,0.8MG,1,2
121,Fill3,1.2MG,1,3
121,Fill4,2.4MG,1,4
121,Fill5,NoFill,1,5
121,Fill6,NoFill,1,6
122,Fill1,2.4MG,1,1
122,Fill2,2.4MG,1,2
122,Fill3,2.4MG,1,3
122,Fill4,1.7MG,1,4
122,Fill5,2.4MG,1,5
122,Fill6,NoFill,1,6
123,Fill1,1.7MG,1,1
123,Fill2,0.8MG,1,2
123,Fill3,1.2MG,1,3
123,Fill4,0.8MG,1,4
123,Fill5,NoFill,1,5
123,Fill6,NoFill,1,6
124,Fill1,0.8MG,1,1
124,Fill2,1.2MG,1,2
124,Fill3,NoFill,1,3
124,Fill4,NoFill,1,4
124,Fill5,2.4MG,1,5
124,Fill6,1.2MG,1,6
125,Fill1,0.8MG,1,1
125,Fill2,0.8MG,1,2
125,Fill3,1.7MG,1,3
125,Fill4,1.2MG,1,4
125,Fill5,NoFill,1,5
125,Fill6,0.8MG,1,6
126,Fill1,0.8MG,1,1
126,Fill2,2.4MG,1,2
126,Fill3,NoFill,1,3
126,Fill4,2.4MG,1,4
126,Fill5,1.7MG,1,5
126,Fill6,NoFill,1,6
127,Fill1,1.7MG,1,1
127,Fill2,0.8MG,1,2
127,Fill3,0.8MG,1,3
127,Fill4,0.8MG,1,4
127,Fill5,1.2MG,1,5
127,Fill6,NoFill,1,6
128,Fill1,1.2MG,1,1
128,Fill2,1.7MG,1,2
128,Fill3,1.7MG,1,3
128,Fill4,NoFill,1,4
128,Fill5,NoFill,1,5
128,Fill6,0.8MG,1,6
129,Fill1,1.2MG,1,1
129,Fill2,1.2MG,1,2
129,Fill3,NoFill,1,3
129,Fill4,0.8MG,1,4
129,Fill5,0.8MG,1,5
129,Fill6,1.7MG,1,6
130,Fill1,0.8MG,1,1
130,Fill2,3.0MG,1,2
130,Fill3,NoFill,1,3
130,Fill4,NoFill,1,4
130,Fill5,NoFill,1,5
130,Fill6,NoFill,1,6
131,Fill1,1.2MG,1,1
131,Fill2,2.4MG,1,2
131,Fill3,1.2MG,1,3
131,Fill4,1.2MG,1,4
131,Fill5,2.4MG,1,5
131,Fill6,1.2MG,1,6
132,Fill1,0.8MG,1,1
132,Fill2,0.8MG,1,2
132,Fill3,NoFill,1,3
132,Fill4,0.8MG,1,4
132,Fill5,0.8MG,1,5
132,Fill6,NoFill,1,6
133,Fill1,0.8MG,1,1
133,Fill2,0.8MG,1,2
133,Fill3,3.0MG,1,3
133,Fill4,0.8MG,1,4
133,Fill5,1.7MG,1,5
133,Fill6,1.7MG,1,6
134,Fill1,0.8MG,1,1
134,Fill2,1.7MG,1,2
134,Fill3,3.0MG,1,3
134,Fill4,0.8MG,1,4
134,Fill5,0.8MG,1,5
134,Fill6,NoFill,1,6
135,Fill1,0.8MG,1,1
135,Fill2,0.8MG,1,2
135,Fill3,0.8MG,1,3
135,Fill4,1.7MG,1,4
135,Fill5,2.4MG,1,5
135,Fill6,0.8MG,1,6
136,Fill1,1.2MG,1,1
136,Fill2,0.8MG,1,2
136,Fill3,1.7MG,1,3
136,Fill4,1.2MG,1,4
136,Fill5,0.8MG,1,5
136,Fill6,1.7MG,1,6
137,Fill1,1.7MG,1,1
137,Fill2,2.4MG,1,2
137,Fill3,1.7MG,1,3
137,Fill4,NoFill,1,4
137,Fill5,3.0MG,1,5
137,Fill6,3.0MG,1,6
138,Fill1,1.7MG,1,1
138,Fill2,1.2MG,1,2
138,Fill3,0.8MG,1,3
138,Fill4,1.2MG,1,4
138,Fill5,NoFill,1,5
138,Fill6,1.2MG,1,6
139,Fill1,1.7MG,1,1
139,Fill2,0.8MG,1,2
139,Fill3,3.0MG,1,3
139,Fill4,2.4MG,1,4
139,Fill5,NoFill,1,5
139,Fill6,NoFill,1,6
140,Fill1,0.8MG,1,1
